"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","94","33","94","110"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","90","52","90","136"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","91","57","91","140"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","92","53","92","138"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","93","53","93","138"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","112","26","112","93"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","113","26","113","102"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/core/base/src/main/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtension.java","114","26","114","105"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/PartitionConfiguration.java","30","16","30","116"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/PartitionConfiguration.java","35","16","35","107"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/PartitionConfiguration.java","40","16","40","113"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/PartitionConfiguration.java","44","16","44","108"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/PartitionConfiguration.java","48","23","48","100"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/iam/decentralized-identity/registration-service/src/main/java/org/eclipse/dataspaceconnector/iam/registrationservice/crawler/CrawlerExtension.java","68","27","68","98"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/iam/oauth2/oauth2-core/src/main/java/org/eclipse/dataspaceconnector/iam/oauth2/core/Oauth2Extension.java","97","30","97","93"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/ion/ion-core/src/main/java/org/eclipse/dataspaceconnector/ion/util/Base16.java","52","29","52","81"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/extensions/ion/ion-core/src/main/java/org/eclipse/dataspaceconnector/ion/util/Multihash.java","95","28","95","71"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getAttributes exposes the internal representation stored in field attributes. The value may be modified [[""after this call to getAttributes""|""relative:///core/base/src/test/java/org/eclipse/dataspaceconnector/core/schema/SchemaTest.java:35:24:35:45""]].
getAttributes exposes the internal representation stored in field attributes. The value may be modified [[""after this call to getAttributes""|""relative:///core/base/src/test/java/org/eclipse/dataspaceconnector/core/schema/SchemaTest.java:42:9:42:30""]].
getAttributes exposes the internal representation stored in field attributes. The value may be modified [[""after this call to getAttributes""|""relative:///core/base/src/test/java/org/eclipse/dataspaceconnector/core/schema/SchemaTest.java:43:9:43:30""]].","/spi/core-spi/src/main/java/org/eclipse/dataspaceconnector/spi/types/domain/schema/Schema.java","38","41","38","53"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getContractOffers exposes the internal representation stored in field contractOffers. The value may be modified [[""after this call to getContractOffers""|""relative:///extensions/azure/cosmos/contract-negotiation-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/store/CosmosContractNegotiationStoreIntegrationTest.java:183:9:183:39""]].","/spi/contract-spi/src/main/java/org/eclipse/dataspaceconnector/spi/types/domain/contract/negotiation/ContractNegotiation.java","127","32","127","48"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getCriteria exposes the internal representation stored in field criteria. The value may be modified [[""after this call to getCriteria""|""relative:///extensions/azure/cosmos/contract-definition-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/definition/store/CosmosContractDefinitionStoreIntegrationTest.java:129:9:129:54""]].
getCriteria exposes the internal representation stored in field criteria. The value may be modified [[""after this call to getCriteria""|""relative:///extensions/azure/cosmos/contract-definition-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/definition/store/CosmosContractDefinitionStoreIntegrationTest.java:165:9:165:56""]].","/spi/core-spi/src/main/java/org/eclipse/dataspaceconnector/spi/asset/AssetSelectorExpression.java","52","28","52","38"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getProperties exposes the internal representation stored in field properties. The value may be modified [[""after this call to getProperties""|""relative:///extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/CachedAsset.java:51:13:51:33""]].
getProperties exposes the internal representation stored in field properties. The value may be modified [[""after this call to getProperties""|""relative:///extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/CachedAsset.java:56:13:56:33""]].
getProperties exposes the internal representation stored in field properties. The value may be modified [[""after this call to getProperties""|""relative:///extensions/catalog/federated-catalog-spi/src/main/java/org/eclipse/dataspaceconnector/catalog/spi/CachedAsset.java:61:58:61:78""]].","/spi/core-spi/src/main/java/org/eclipse/dataspaceconnector/spi/types/domain/asset/Asset.java","71","32","71","44"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","CrawlerImpl exposes the internal representation stored in field workItemQueue. The value may be modified [[""through the variable workQueue""|""relative:///extensions/catalog/federated-catalog-cache/src/test/java/org/eclipse/dataspaceconnector/catalog/cache/crawler/CrawlerImplTest.java:175:9:175:17""]].","/extensions/catalog/federated-catalog-cache/src/main/java/org/eclipse/dataspaceconnector/catalog/cache/crawler/CrawlerImpl.java","39","5","39","15"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getVerificationMethod exposes the internal representation stored in field verificationMethod. The value may be modified [[""after this call to getVerificationMethod""|""relative:///extensions/iam/decentralized-identity/identity-did-core/src/test/java/org/eclipse/dataspaceconnector/iam/did/resolution/DefaultDidPublicKeyResolverTest.java:67:9:67:43""]].
getVerificationMethod exposes the internal representation stored in field verificationMethod. The value may be modified [[""after this call to getVerificationMethod""|""relative:///extensions/iam/decentralized-identity/identity-did-core/src/test/java/org/eclipse/dataspaceconnector/iam/did/resolution/DefaultDidPublicKeyResolverTest.java:82:9:82:43""]].
getVerificationMethod exposes the internal representation stored in field verificationMethod. The value may be modified [[""after this call to getVerificationMethod""|""relative:///extensions/iam/decentralized-identity/identity-did-core/src/test/java/org/eclipse/dataspaceconnector/iam/did/resolution/DefaultDidPublicKeyResolverTest.java:93:9:93:43""]].
getVerificationMethod exposes the internal representation stored in field verificationMethod. The value may be modified [[""after this call to getVerificationMethod""|""relative:///extensions/iam/decentralized-identity/identity-did-core/src/test/java/org/eclipse/dataspaceconnector/iam/did/resolution/DefaultDidPublicKeyResolverTest.java:97:9:97:43""]].
getVerificationMethod exposes the internal representation stored in field verificationMethod. The value may be modified [[""after this call to getVerificationMethod""|""relative:///extensions/iam/decentralized-identity/identity-did-service/src/test/java/org/eclipse/dataspaceconnector/identity/DecentralizedIdentityServiceTest.java:179:17:179:43""]].","/extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/document/DidDocument.java","53","37","53","57"
"Constant interface anti-pattern","Implementing an interface (or extending an abstract class) only to put a number of constant definitions into scope is considered bad practice.","recommendation","Type DefaultProxyEntryHandlerRegistry implements constant interface [[""ProxyEntryHandlerRegistry""|""relative:///spi/transfer-spi/src/main/java/org/eclipse/dataspaceconnector/spi/transfer/synchronous/ProxyEntryHandlerRegistry.java:12:18:12:42""]].","/core/transfer/src/main/java/org/eclipse/dataspaceconnector/transfer/core/transfer/DefaultProxyEntryHandlerRegistry.java","8","14","8","45"
"Constant interface anti-pattern","Implementing an interface (or extending an abstract class) only to put a number of constant definitions into scope is considered bad practice.","recommendation","Type  implements constant interface [[""ContractDefinitionLoader""|""relative:///extensions/dataloading/dataloading-contractdef/src/main/java/org/eclipse/dataspaceconnector/dataloading/ContractDefinitionLoader.java:20:18:20:41""]].","/extensions/azure/cosmos/contract-definition-store-cosmos/src/main/java/org/eclipse/dataspaceconnector/contract/definition/store/CosmosContractDefinitionStoreExtension.java","46","43","46","53"
